SAMPLEID,Ag109,Ag110m,Am0,Am241,Am242,Am242m,Am243,C14,Ce140,Ce142,Ce144,Cm0,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cs0,Cs133,Cs134,Cs135,Cs137,Eu0,Eu151,Eu152,Eu153,Eu154,Eu155,Gd0,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,H3,I129,La139,Mo100,Mo95,Mo97,Mo98,Nb95,Nd0,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Np237,Pd105,Pd108,Pm147,Pr144,Pu0,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu244,Rh103,Ru101,Ru103,Ru106,Sb125,Se79,Sm0,Sm147,Sm148,Sm149,Sm150,Sm151,Sm152,Sm154,Sn126,Sr90,Tc99,U0,U232,U233,U234,U235,U236,U238,Zr95,RTYPE,EU235,EPU,EPUFISS,EBUP
FDN-2|2F2D8|B3|TU510,0,0,0,0.27751,0,0,0.246783,0,0,0,0,0,3.91e-4,0.019864,0.142482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5834,0,0,0,0,0,0,0,0,0.50288,5.737,3.8647,1.5086,1.14544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4.5,5.094,921.5,0,BWR,3.4,0,0,53.1
FDN-2|2F2D8|B3|TU511,0,0,0,0.22569,0,0,0.209705,0,0,0,0,0,2.54e-4,0.001072,0.084634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5294,0,0,0,0,0,0,0,0,0.31033,3.639,2.9434,0.9686,1.13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,2.94,5.116,932.2,0,BWR,3.4,0,0,48.1
FDN-2|2F2D8|H4|MS1,0,0,0,0.4017,0,0,0.3111,0,0,0,0,0,3.94e-6,0.001182,0.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754,0.96,2.776,1.086,1.392,0.688,0.353,0.8763250275291,0,0,0,0,0,0,0.57306,4.833,3.6215,1.154,1.58526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,2.22,5.12,977.2,0,BWR,3.4,0,0,58.5
FDN-2|2F2D8|H5|TU501,0,0,0,0.18296,0,0,0.208163,0,0,0,0,0,0.0021,0.034632,0.146554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5856,0,0,0,0,0,0,0,0,0.44806,4.751,3.0151,1.3162,1.02681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,3.71,4.891,924.7,0,BWR,3.4,0,0,53.2
FDN-2|2F2D8|H5|TU502,0,0,0,0.2420915223764,0,0,0.3051651757158,0,0,0,0,0,0.0021704757179,0.0117799323149,0.2170475717857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6484528096,0,0,0,0,0,0,0,0,0.4730524000458,4.201818376877,3.0052740708789,1.3264018275793,1.2614730667887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1391330588,2.3188843139,4.8974836711,920.1982245361,0,BWR,3.4,0,0,58.9
FDN-2|2F2D8|H5|TU503,0,0,0,0.141,0,0,0.250243,0,0,0,0,0,0.001279,0.089919,0.134459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6113,0,0,0,0,0,0,0,0,0.3175,2.969,2.4371,0.8684,1.15784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1.401,4.855,927.4,0,BWR,3.4,0,0,55.6
FDN-2|2F2DN23|SF98|1,0,0,0,0.0103,0,7.98e-5,5.84e-4,0,0,0,0.0278,0,5.31e-4,0,3.09e-5,0,0,0,0,0,0.00358,0,0.163,0,0,0,0,8.15e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.115,0.0919,0.0777,0.0456,0.0219,0.0238,0,0,0,0,0,0,0.00313,2.3,0.547,0.133,0.0169,0,0,0,0,0.0175,0,0,0,0.0478,0.00598,6.37e-4,0.0334,0.00255,0.0223,0.00456,0,0,0,0,0,0,0.0488,4.13,0.486,988,0,BWR,0.71,0,0,4.15
FDN-2|2F2DN23|SF98|2,0,0,0,0.023,0,2.97e-4,0.00699,0,0,0,0.183,0,0.00358,3.71e-5,8e-4,1.65e-5,0,0,0,0,0.0321,0,0.829,0,0,0,0,0.00686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0.851,0.597,0.528,0.291,0.128,0.148,0,0,0,0,0,0,0.0283,3.37,1.12,0.431,0.0929,0,0,0,0,0.0498,0,0,0,0.23,0.0577,0.0022,0.179,0.0082,0.0902,0.0187,0,0,0,0,0,0,0.268,17.4,3.55,946,0,BWR,3.91,0,0,26.51
FDN-2|2F2DN23|SF98|3,0,0,0,0.0327,0,5e-4,0.0668,0,0,0,0.3,0,0.017,3.13e-4,0.017,5.49e-4,7.67e-5,0,0,0,0.101,0,1.33,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,1.28,0.765,0.763,0.406,0.187,0.335,0,0,0,0,0,0,0.117,3.69,2.14,0.895,0.462,0,0,0,0,0.109,0,0,0,0.309,0.153,0.00255,0.331,0.00919,0.142,0.0395,0,0,0,0,0,0,0.218,8.14,4.99,941,0,BWR,3.91,0,0,36.94
FDN-2|2F2DN23|SF98|4,0,0,0,0.0342,0,5.3e-4,0.114,0,0,0,0.354,0,0.0226,4.25e-4,0.0364,0.00134,2.31e-4,0,0,0,0.141,0,1.58,0,0,0,0,0.0241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,1.49,0.842,0.892,0.466,0.219,0.432,0,0,0,0,0,0,0.168,3.79,2.46,1.03,0.662,0,0,0,0,0.124,0,0,0,0.321,0.197,0.0025,0.387,0.00974,0.156,0.0483,0,0,0,0,0,0,0.198,5.97,5.28,936,0,BWR,3.91,0,0,42.35
FDN-2|2F2DN23|SF98|5,0,0,0,0.0373,0,6.42e-4,0.127,0,0,0,0.411,0,0.0346,4.95e-4,0.05,0.00232,3.85e-4,0,0,0,0.155,0,1.59,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,1.48,0.867,0.932,0.485,0.229,0.386,0,0,0,0,0,0,0.194,4.26,2.61,1.17,0.694,0,0,0,0,0.133,0,0,0,0.302,0.202,0.0037,0.381,0.0104,0.143,0.0491,0,0,0,0,0,0,0.19,6.32,5.31,933,0,BWR,3.91,0,0,43.99
FDN-2|2F2DN23|SF98|6,0,0,0,0.0409,0,8.62e-4,0.112,0,0,0,0.352,0,0.0592,5.35e-4,0.0423,0.00248,2.93e-4,0,0,0,0.151,0,1.51,0,0,0,0,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1.28,0.795,0.843,0.441,0.21,0.516,0,0,0,0,0,0,0.169,5.3,2.63,1.29,0.543,0,0,0,0,0.111,0.00522,0,0,0.289,0.186,0.00337,0.354,0.0127,0.123,0.0438,0,0,0,0,0,0,0.186,9.06,5.14,933,0,BWR,3.91,0,0,39.92
FDN-2|2F2DN23|SF98|7,0,0,0,0.0439,0,8.97e-4,0.109,0,0,0,0.379,0,0.0289,5.93e-4,0.0448,0.00273,3.01e-4,0,0,0,0.162,0,1.56,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,1.21,0.785,0.833,0.436,0.208,0.457,0,0,0,0,0,0,0.208,5.63,2.67,1.36,0.544,0,0,0,0,0.131,0,0,0,0.28,0.185,0.0042,0.351,0.0131,0.122,0.0447,0,0,0,0,0,0,0.196,9.36,5.14,933,0,BWR,3.91,0,0,39.41
FDN-2|2F2DN23|SF98|8,0,0,0,0.033,0,7.07e-4,0.0326,0,0,0,0.287,0,0.0115,2.07e-4,0.00869,3.93e-4,1.64e-5,0,0,0,0.0698,0,0.949,0,0,0,0,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0.748,0.577,0.555,0.3,0.139,0.292,0,0,0,0,0,0,0.0954,5.34,1.82,0.908,0.222,0,0,0,0,0.0752,0,0,0,0.245,0.108,0.00408,0.241,0.0124,0.0977,0.0293,0,0,0,0,0,0,0.235,15.5,4.29,943,0,BWR,3.91,0,0,27.18
FDN-2|2F2DN23|SF99|1,0,0,0,0.027,0,2.47e-4,0.00579,0,0,0,0,0,0.00285,3e-5,5.89e-4,1.01e-5,9.57e-7,3.94e-7,0,0,0.0104,0,0.286,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.263,0.158,0.141,0.0828,0.0418,0.0567,0,0,0,0,0,0,0.0113,3.01,1.06,0.36,0.0824,0,0,0,0,0.0266,9.66e-4,0,0,0.0778,0.0165,8.84e-4,0.0617,0.00341,0.0395,0.00938,0,0,0,0,0,0,0.039,2.91,0.687,984,0,BWR,0.71,0,0,7.53
FDN-2|2F2DN23|SF99|10,0,0,0,0.0161,0,2.14e-4,0.00562,0,0,0,0,0,0.00358,3.28e-5,6.83e-4,1.32e-5,0,0,0,0,0.0109,0,0.277,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.251,0.152,0.137,0.0797,0.0404,0.0549,0,0,0,0,0,0,0.011,3.01,1.05,0.336,0.0733,0,0,0,0,0.0386,8.97e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409,3.04,0.674,984,0,BWR,0.71,0,0,7.19
FDN-2|2F2DN23|SF99|2,0,0,0,0.0211,0,4.24e-4,0.0189,0,0,0,0.215,0,0.0162,9.31e-5,0.00318,8.76e-5,0,0,0,0,0.0464,0,0.852,0,0,0,0,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614,0.654,0.492,0.448,0.249,0.114,0.218,0,0,0,0,0,0,0.0396,3.91,1.52,0.676,0.19,0,0,0,0,0.0328,0.00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,14,3.47,952,0,BWR,3.4,0,0,22.63
FDN-2|2F2DN23|SF99|3,0,0,0,0.0395,0,5.44e-4,0.065,0,0,0,0,0,0.0227,2.76e-4,0.0165,5.7e-4,6.95e-5,1.43e-6,0,0,0.0912,0,1.23,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,1.32,0.673,0.661,0.357,0.167,0.363,0,0,0,0,0,0,0.097,3.98,2.13,0.945,0.437,0,0,0,0,0.0806,0.00421,0,0,0.261,0.117,0.00247,0.268,0.00849,0.118,0.0335,0,0,0,0,0,0,0.178,8.66,4.25,945,0,BWR,3.4,0,0,32.44
FDN-2|2F2DN23|SF99|4,0,0,0,0.0341,0,5.42e-4,0.0904,0,0,0,0.291,0,0.0348,3.69e-4,0.0269,0.00101,1.49e-4,0,0,0,0.113,0,1.35,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,1.2,0.72,0.731,0.39,0.184,0.367,0,0,0,0,0,0,0.115,3.86,2.29,1.01,0.557,0,0,0,0,0.0783,0.00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,6.98,4.48,943,0,BWR,3.4,0,0,35.42
FDN-2|2F2DN23|SF99|5,0,0,0,0.0436,0,6.92e-4,0.113,0,0,0,0.385,0,0.0613,4.75e-4,0.0387,0.00177,2.41e-4,2.81e-6,0,0,0.131,0,1.43,0,0,0,0,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.17,0.751,0.777,0.413,0.198,0.462,0,0,0,0,0,0,0.123,4.55,2.53,1.2,0.607,0,0,0,0,0.0699,0.00467,0,0,0.277,0.158,0.00272,0.325,0.0103,0.127,0.0422,0,0,0,0,0,0,0.16,7.38,4.52,939,0,BWR,3.4,0,0,37.41
FDN-2|2F2DN23|SF99|6,0,0,0,0.0456,0,9.31e-4,0.0851,0,0,0,0.317,0,0.0384,4.41e-4,0.0301,0.00174,1.6e-4,0,0,0,0.114,0,1.25,0,0,0,0,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0.932,0.652,0.667,0.358,0.173,0.415,0,0,0,0,0,0,0.137,5.63,2.45,1.26,0.433,0,0,0,0,0.069,0.00507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,10.5,4.3,941,0,BWR,3.4,0,0,32.36
FDN-2|2F2DN23|SF99|7,0,0,0,0.0485,0,9.24e-4,0.0845,0,0,0,0.424,0,0.0407,4.76e-4,0.03,0.00179,1.56e-4,3.88e-6,0,0,0.119,0,1.27,0,0,0,0,0.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0.817,0.651,0.665,0.356,0.172,0.446,0,0,0,0,0,0,0.138,6.04,2.49,1.31,0.421,0,0,0,0,0.0498,0.00384,0,0,0.244,0.134,0.00343,0.278,0.0129,0.102,0.0358,0,0,0,0,0,0,0.164,10.9,4.25,940,0,BWR,3.4,0,0,32.13
FDN-2|2F2DN23|SF99|8,0,0,0,0.0362,0,6.81e-4,0.0257,0,0,0,0.254,0,0.0159,1.63e-4,0.00615,2.7e-4,1.44e-5,0,0,0,0.0568,0,0.834,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614,0.553,0.467,0.44,0.241,0.114,0.276,0,0,0,0,0,0,0.0648,5.45,1.65,0.833,0.172,0,0,0,0,0.0437,0.00243,0,0,0.197,0.0755,0.00296,0.183,0.0116,0.0773,0.0221,0,0,0,0,0,0,0.196,15.8,3.46,949,0,BWR,3.4,0,0,21.83
FDN-2|2F2DN23|SF99|9,0,0,0,0.0288,0,4.08e-4,0.00926,0,0,0,0.166,0,0.00553,7.26e-5,0.00151,8.19e-5,1.22e-5,1.22e-5,0,0,0.0321,0,0.633,0,0,0,0,0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.441,0.371,0.331,0.184,0.0844,0.198,0,0,0,0,0,0,0.0343,4.73,1.18,0.537,0.0833,0,0,0,0,0.0503,0.00123,0,0,0.163,0.0448,0.0026,0.131,0.01,0.0617,0.0154,0,0,0,0,0,0,0.218,19.1,2.83,954,0,BWR,3.4,0,0,16.65
FOR-3|14595|F6|F3F6,0,0,0,0,0,0,0,0,2.16015,1.9804500000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0.9708,2.5886500000000003,1.04305,1.2635,0.6427,0.31455,0,0,0,0,0,0,0,0.40025,4.6568000000000005,3.07915,0.8348,1.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16665,3.2144,6.048,917.4100000000001,0,BWR,3.97,0,0,60.7
FOR-3|14595|F6|FFBU,0,0,0,0.359,0,0,0.416,0,2.29,2.07,0.0199,0,0,0,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06659999999999999,1.005,2.6399999999999997,1.085,1.3250000000000002,0.665,0.3355,0,0,0,0,0,0,0,0.4455,4.885,3.185,1.4049999999999998,1.355,1.15e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,3.25,5.765000000000001,918.5,0,BWR,3.97,0,0,60.7
GOS-1|1240 (Cycle 15)|14H13|GU1 (Cycle 15),0.0751,0,0,0.2484,0,6.852e-4,0.4027,0,0,0,0.03369,0,3.086e-4,3.381e-4,0.2439,0.01747,0.005287,0,0,1.724,0.1085,0.5162,2.031,0,7.181e-4,0,0.2099,0.03222,0.01129,0,0,0,0.005627,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0.06773,0.9325,2.632,1.041,1.327,0.6659,0.3392,0,0,0,0.06364,0,0,0,0.4538,4.889,3.176,1.441,1.554,2.927e-4,0.6126,1.293,0,0.2564,0.009291,0,0,0.2224,0.3245,0.003279,0.5082,0.01305,0.1656,0.08043,0,0.9722,1.248,0,0,0,0.1203,2.11,4.833,920,0,PWR,3.5,0,0,59.66
GOS-1|1701|16B05|GU3 (Cycle 18),0,0,0,0.1895,0,0,0.2677,0,0,0,0.08089,0,0,0,0.1543,0.01157,0,0,0,1.668,0.1452,0.481,1.792,0,0,0,0.1872,0.0371,0.01237,0,0,0,0.004163,0,0,0,0,0,0.2621,0,0,1.168,0,0,0,0,0.03619,0.9938,1.985,0.9325,1.087,0.5604,0.2882,0.8247,0,0,0.16,0,0,0,0.3721,5.797,2.836,1.679,1.015,0,0.5343,1.214,0,0.498,0,0,0,0.1849,0.2621,0.004617,0.447,0.01463,0.1305,0.05321,0,0.7317,1.108,0,0,0,0.1407,6.024,5.661,926.8,0,PWR,4.1,0,0,52.5
GOS-1|1701|16B05|GU3' (Cycle 18),0.1191,0,0,0.2235,0,9.189e-4,0.2382,0,0,0,0.0717,0,0.001114,5.933e-4,0.1293,0.009688,0.001441,0,0,1.577,0.1237,0.4595,1.804,0,4.197e-4,0,0.1838,0.03471,0.01131,0,0,0,0.003868,0,0,0,0,0,0.2711,0,0,1.305,0,0,0,0,0.04232,1.072,2.144,0.9892,1.146,0.5865,0.2859,0.8043,0,0,0.09359,0,0,0,0.3766,5.82,2.836,1.622,1.013,1.849e-4,0.5604,1.373,0,0.2904,0.007499,0,0,0.1963,0.2541,0.003358,0.4458,0.01441,0.1339,0.0574,0,0.7147,1.293,0,0,0,0.1407,6.047,5.638,925.7,0,PWR,4.1,0,0,52.5
GOS-1|1701|16B05|GU4 (Cycle 18),0,0,0,0.1475,0,0,0.04379,0,0,0,0.0363,0,0,0,0.01237,5.74e-4,0,0,0,1.082,0.04141,0.3732,0.9949,0,0,0,0.09393,0.01384,0.004402,0,0,0,0.002643,0,0,0,0,0,0.1656,0,0,0.7578,0,0,0,0,0.01203,0.8622,1.225,0.6761,0.65,0.3471,0.1577,0.5253,0,0,0.1092,0,0,0,0.1112,5.162,1.838,0.987,0.3097,0,0.4538,0.7487,0,0.1293,0,0,0,0.1611,0.1105,0.003018,0.2428,0.01128,0.09461,0.02643,0,0.5048,0.599,0,0,0,0.1951,14.52,4.595,943.9,0,PWR,4.1,0,0,29.07
GRM-1|B23|A1|I2680,0,0,0,6.635e-5,0,0,0,0,0,0,0,0,0.01457,0,0.01977,0,0,0,0,0,0,0,0.9154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3091,0,0,0,0,0,0,0,1.548e-6,0.108,4.802,2.169,1.143,0.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.741,3.263,952.3,0,BWR,2.53,0,0,23.83
GRM-1|B23|A1|I440,0,0,0,3.778e-5,0,0,0,0,0,0,0,0,0.01009,0,0.008871,0,0,0,0,0,0,0,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0,0,0,0,0,1.058e-6,0.06802,3.737,1.816,0.7921,0.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306,3.263,956.4,0,BWR,2.53,0,0,30.12
GRM-1|B23|B3|I2680,0,0,0,3.14e-5,0,0,0,0,0,0,0,0,0.009531,0,0.008676,0,0,0,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224e-6,0.08003,5.314,1.826,0.8681,0.2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.724,2.946,956.6,0,BWR,2.53,0,0,21.69
GRM-1|B23|B3|K2680,0,0,0,0,0,0,0,0,0,0,0,0,0.009378,0,0.008574,0,0,0,0,0,0,0,0.8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2395,0,0,0,0,0,0,0,0,0.08603,5.435,1.886,0.8954,0.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.921,2.956,955.8,0,BWR,2.53,0,0,22.1
GRM-1|B23|B4|I2680,0,0,0,0,0,0,0,0,0,0,0,0,0.009327,0,0.009394,0,0,0,0,0,0,0,0.8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0.09203,5.033,1.856,0.8701,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.943,2.996,956.3,0,BWR,2.53,0,0,22.4
GRM-1|B23|C5|K2680,0,0,0,1.053e-5,0,0,0,0,0,0,0,0,0.01007,0,0.01085,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0.08903,4.932,1.967,0.8904,0.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.558,3.154,955.5,0,BWR,2.53,0,0,25.33
GRM-1|B23|E3|I2680,0,0,0,2.218e-5,0,0,0,0,0,0,0,0,0.009622,0,0.009179,0,0,0,0,0,0,0,0.8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0.08403,4.822,1.846,0.8549,0.2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.617,3.134,955,0,BWR,2.53,0,0,22.13
GRM-1|B23|E5|I2680,0,0,0,2.147e-5,0,0,0,0,0,0,0,0,0.01148,0,0.01563,0,0,0,0,0,0,0,0.9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281e-7,0.09703,4.541,2.108,0.9096,0.3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671,3.254,954.8,0,BWR,2.53,0,0,25.38
GRM-1|B23|E5|K2680,0,0,0,1.155e-5,0,0,0,0,0,0,0,0,0.01044,0,0.0145,0,0,0,0,0,0,0,1.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2919,0,0,0,0,0,0,0,0,0.099030000000000007,4.47,2.098,0.9035,0.3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.839,3.333,954.1,0,BWR,2.53,0,0,25.9
GRM-1|C16|A1|I2680,0,0,0,2.674e-5,0,0,0,0,0,0,0,0,0.006876,0,0.004482,0,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.04802,4.42,1.533,0.7658,0.2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.803,2.887,959.5,0,BWR,2.53,0,0,24.23
GRM-1|C16|A1|I440,0,0,0,2.806e-5,0,0,0,0,0,0,0,0,0.005259,0,0.002615,0,0,0,0,0,0,0,0.8077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2271,0,0,0,0,0,0,0,0,0.03601,3.636,1.473,0.6118,0.1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.588,3.055,961.1,0,BWR,2.53,0,0,21.12
GRM-1|C16|B3|I2680,0,0,0,1.013e-5,0,0,0,0,0,0,0,0,0.003743,0,0.001477,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74e-7,0.03301,4.681,1.16,0.5429,0.08849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07,2.44,962.7,0,BWR,2.53,0,0,15.22
GRM-1|C16|B3|K2680,0,0,0,9.522e-6,0,0,0,0,0,0,0,0,0.003865,0,0.001661,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1633,0,0,0,0,0,0,0,0,0.03301,4.711,1.18,0.549,0.08951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,2.46,962.2,0,BWR,2.53,0,0,15.68
